Nome	Identificação	Catmat	Quantidade	Estoque ideal	Posição	Categoria	Descrição
RESISTOR DE CARBONO – 1/2W – 4,7?	209	0	1121	500	2	Consumo	RESISTOR DE CARBONO – 1/2W – 4,7?
RESISTOR DE CARBONO – 1/2W – 470K?	210	0	895	500	2	Consumo	RESISTOR DE CARBONO – 1/2W – 470K?
RESISTOR DE CARBONO – 1/2W – 470?	211	0	2411	500	2	Consumo	RESISTOR DE CARBONO – 1/2W – 470?
RESISTOR DE CARBONO – 1/2W – 47K?	212	0	961	500	2	Consumo	RESISTOR DE CARBONO – 1/2W – 47K?
RESISTOR DE CARBONO – 1/2W – 47?	213	0	1926	500	2	Consumo	RESISTOR DE CARBONO – 1/2W – 47?
RESISTOR DE CARBONO – 1/2W – 5,6K?	214	0	1926	500	2	Consumo	RESISTOR DE CARBONO – 1/2W – 5,6K?
RESISTOR DE CARBONO – 1/2W – 560K?	215	0	987	500	2	Consumo	RESISTOR DE CARBONO – 1/2W – 560K?
RESISTOR DE CARBONO – 1/2W – 560?	216	0	933	500	2	Consumo	RESISTOR DE CARBONO – 1/2W – 560?
RESISTOR DE CARBONO – 1/2W – 56K?	217	0	1003	500	2	Consumo	RESISTOR DE CARBONO – 1/2W – 56K?
RESISTOR DE CARBONO – 1/2W – 56?	218	0	1020	500	2	Consumo	RESISTOR DE CARBONO – 1/2W – 56?
RESISTOR DE CARBONO – 1/2W – 6,8?	219	0	1038	500	2	Consumo	RESISTOR DE CARBONO – 1/2W – 6,8?
RESISTOR DE CARBONO – 1/2W – 680?	220	0	1758	500	2	Consumo	RESISTOR DE CARBONO – 1/2W – 680?
RESISTOR DE CARBONO – 1/2W – 68K?	221	0	965	500	2	Consumo	RESISTOR DE CARBONO – 1/2W – 68K?
RESISTOR DE CARBONO – 1/2W – 68?	222	0	1010	500	2	Consumo	RESISTOR DE CARBONO – 1/2W – 68?
RESISTOR DE CARBONO – 1/2W – 7,5?	223	0	1070	500	2	Consumo	RESISTOR DE CARBONO – 1/2W – 7,5?
RESISTOR DE CARBONO – 1/2W – 820K?	224	0	1031	500	2	Consumo	RESISTOR DE CARBONO – 1/2W – 820K?
RESISTOR DE CARBONO – 1/2W – 820?	225	0	1558	500	2	Consumo	RESISTOR DE CARBONO – 1/2W – 820?
RESISTOR DE CARBONO – 1/2W – 82K?	226	0	990	500	2	Consumo	RESISTOR DE CARBONO – 1/2W – 82K?
RESISTOR DE CARBONO – 1/2W – 82?	227	0	1018	500	2	Consumo	RESISTOR DE CARBONO – 1/2W – 82?
SENSOR DE LUZ LDR 400MW	228	0	191	100	2	Consumo	SENSOR DE LUZ LDR 400MW
TERMINAL TIPO GARRA DE JACARÉ PRETO – WD025	229	0	142	100	2	Consumo	TERMINAL TIPO GARRA DE JACARÉ PRETO – WD025
TERMINAL TIPO GARRA DE JACARÉ PRETO – WD026	230	0	174	100	2	Consumo	TERMINAL TIPO GARRA DE JACARÉ PRETO – WD026
TERMINAL TIPO GARRA DE JACARÉ PRETO – WD027	231	0	142	100	2	Consumo	TERMINAL TIPO GARRA DE JACARÉ PRETO – WD027
TERMINAL TIPO GARRA DE JACARÉ VERMELHO – WD025	232	0	147	100	2	Consumo	TERMINAL TIPO GARRA DE JACARÉ VERMELHO – WD025
TERMINAL TIPO GARRA DE JACARÉ VERMELHO – WD026	233	0	126	100	2	Consumo	TERMINAL TIPO GARRA DE JACARÉ VERMELHO – WD026
TERMINAL TIPO GARRA DE JACARÉ VERMELHO – WD027	234	0	133	100	2	Consumo	TERMINAL TIPO GARRA DE JACARÉ VERMELHO – WD027
TRANSISTOR – 2N2222	235	0	141	100	2	Consumo	TRANSISTOR – 2N2222
TRANSISTOR – 2N2369	236	0	18	100	2	Consumo	TRANSISTOR – 2N2369
TRANSISTOR – 2N3055	237	0	91	100	2	Consumo	TRANSISTOR – 2N3055
TRANSISTOR – 42A52	238	0	201	100	2	Consumo	TRANSISTOR – 42A52
TRANSISTOR - 331	239	0	36	100	2	Consumo	TRANSISTOR - 331
TRANSISTOR – BC327 (PNP)	240	0	431	100	2	Consumo	TRANSISTOR – BC327 (PNP)
TRANSISTOR – BC337 (NPN)	241	0	116	100	2	Consumo	TRANSISTOR – BC337 (NPN)
TRANSISTOR – BC547 (NPN)	242	0	183	100	2	Consumo	TRANSISTOR – BC547 (NPN)
TRANSISTOR – BC548 (NPN)	243	0	125	100	2	Consumo	TRANSISTOR – BC548 (NPN)
TRANSISTOR – BC557	244	0	586	100	2	Consumo	TRANSISTOR – BC557
TRANSISTOR – BC558	245	0	4	100	2	Consumo	TRANSISTOR – BC558
TRANSISTOR – BD135	246	0	183	100	2	Consumo	TRANSISTOR – BD135
TRANSISTOR – BD138	247	0	502	100	2	Consumo	TRANSISTOR – BD138
TRANSISTOR – F245	248	0	8	100	2	Consumo	TRANSISTOR – F245
TRANSISTOR - LM35	249	0	60	100	2	Consumo	TRANSISTOR - LM35
TRANSISTOR – F423	250	0	7	100	2	Consumo	TRANSISTOR – F423
TRANSISTOR – IRFP 250 – 31N50 LPBF	251	0	49	100	2	Consumo	TRANSISTOR – IRFP 250 – 31N50 LPBF
TRANSISTOR – MPSA42	252	0	0	100	2	Consumo	TRANSISTOR – MPSA42
TRANSISTOR – MPSA92	253	0	199	100	2	Consumo	TRANSISTOR – MPSA92
TRANSISTOR – TIP41	254	0	93	100	2	Consumo	TRANSISTOR – TIP41
TRANSISTOR BIPOLAR – IRFP360	255	0	24	100	2	Consumo	TRANSISTOR BIPOLAR – IRFP360
TRANSISTOR BIPOLAR – IRFZ48	256	0	98	100	2	Consumo	TRANSISTOR BIPOLAR – IRFZ48
TRANSISTOR BIPOLAR – TIP31	257	0	190	100	2	Consumo	TRANSISTOR BIPOLAR – TIP31
TRANSISTOR BIPOLAR – TIP32	258	0	97	100	2	Consumo	TRANSISTOR BIPOLAR – TIP32
TRIAC 8A 600V – BT137	259	0	208	100	2	Consumo	TRIAC 8A 600V – BT137
TRIMPOT MULTIVOLTAS 3006P – 100K?	260	0	287	50	2	Consumo	TRIMPOT MULTIVOLTAS 3006P – 100K?
TRIMPOT MULTIVOLTAS 3006P – 100?	261	0	95	50	2	Consumo	TRIMPOT MULTIVOLTAS 3006P – 100?
TRIMPOT MULTIVOLTAS 3006P – 10K?	262	0	90	50	2	Consumo	TRIMPOT MULTIVOLTAS 3006P – 10K?
TRIMPOT MULTIVOLTAS 3006P – 1K?	263	0	79	50	2	Consumo	TRIMPOT MULTIVOLTAS 3006P – 1K?
TRIMPOT MULTIVOLTAS 3006P – 500K?	264	0	99	50	2	Consumo	TRIMPOT MULTIVOLTAS 3006P – 500K?
TRIMPOT MULTIVOLTAS 3006P – 50K?	265	0	50	50	2	Consumo	TRIMPOT MULTIVOLTAS 3006P – 50K?
TRIMPOT MULTIVOLTAS 3296D – 100K?	266	0	107	50	2	Consumo	TRIMPOT MULTIVOLTAS 3296D – 100K?
ALTO FALANTE 5W 8OHMS	267	0	29	20	2	Consumo	ALTO FALANTE 5W 8OHMS
CRISTAIS - 16MHZ	268	0	95	50	2	Consumo	CRISTAIS - 16MHZ
CRISTAIS - 20MHZ	269	0	91	50	2	Consumo	CRISTAIS - 20MHZ
CIRCUITO INTEGRADO - 74HC163	270	0	50	200	2	Consumo	CIRCUITO INTEGRADO - 74HC163
BUZZER (ativo ou passivo?) - 5V	271	0	30	100	2	Consumo	BUZZER (ativo ou passivo?) - 5V
CIRCUITO INTEGRADO - L293	272	0	30	200	2	Consumo	CIRCUITO INTEGRADO - L293
Cabos de Gerador de Função BNC - BNC	273	0	16	16	2	Consumo	Cabos de Gerador de Função BNC - BNC
Cabos de Gerador de Função BNC - jacaré	274	0	53	50	2	Consumo	Cabos de Gerador de Função BNC - jacaré
Ponta de prova multimetro	275	0	7	27	2	Consumo	Ponta de prova multimetro
Banana Macho 4mm Preto	276	0	0	100	2	Consumo	Banana Macho 4mm Preto
Banana Macho 4mm Vermelho	277	0	0	100	2	Consumo	Banana Macho 4mm Vermelho
Banana Macho 4mm Verde	278	0	0	0	2	Consumo	Banana Macho 4mm Verde
CAPAC ELETRO 2,2UFX63V BIPOLAR	279	0	176	100	2	Consumo	CAPAC ELETRO 2,2UFX63V BIPOLAR
CAPAC ELETRO 4,7UFX50V (NAO SMD)	280	0	104	100	2	Consumo	CAPAC ELETRO 4,7UFX50V (NAO SMD)
CAPACITOR CERÂMICO/POLIÉTER 250V – 47NF	281	0	108	100	2	Consumo	CAPACITOR CERÂMICO/POLIÉTER 250V – 47NF
